female,BA,AA,black,hispanic,exper,jc,univ,stotal,totcoll,wage
0,1,0,0,0,110,0.1333333,5.633333,0.8167233,5.766666,13.6
1,1,0,0,0,111,0,4.233333,0,4.233333,7.959446
0,1,0,0,0,116,0,5.049994,0.3133341,5.049994,18
0,0,0,0,0,150,0,0,-0.9680202,0,10.16166
0,1,0,0,0,122,0,4.2,0.1074022,4.2,7.5
0,0,0,0,0,121,0,0,-0.2586991,0,11.4
0,0,0,0,1,139,0.4,0,-0.2815804,0.4,8.363636
1,0,0,0,0,145,0,6.888881,1.068418,6.888881,9.85
1,0,0,0,0,143,0.1333333,0,1.594688,0.1333333,9.684211
0,0,0,0,0,147,0,0,0,0,8.727272
0,1,0,0,0,99,0.1,5.066667,-0.3731057,5.166667,9.237875
1,0,1,1,0,147,1.233333,3.166667,-0.739207,4.4,13.59
1,0,0,0,0,136,0,0,-0.4417497,0,4.449996
0,0,0,0,0,160,1.533333,0,-0.0985298,1.533333,7.25
0,0,0,0,0,143,0,6.966659,1.297231,6.966659,11
0,1,0,0,0,157,0,4.866667,1.342994,4.866667,13.57818
1,0,1,1,0,126,0,2.488882,-1.013783,2.488882,5.727483
1,0,0,0,0,49,0,0,0,0,5.56
1,1,0,0,0,85,0,4.333333,-0.2815804,4.333333,5.878285
0,0,0,0,0,132,0,0.2,-0.5103937,0.2,7.2
1,0,0,0,0,125,0,2,1.114181,2,4.75
1,0,0,0,0,149,0,0.0888887,0.5192661,0.0888887,10
0,0,0,1,0,140,0,0,0,0,5.494104
1,0,0,0,0,57,0,0,-0.3731057,0,11.08545
0,0,0,0,0,139,0.3,0,-0.807851,0.3,6.543496
1,1,0,0,0,161,0,4.711104,-0.0070045,4.711104,9.399994
1,1,0,0,0,66,0,4.522221,-0.670563,4.522221,11.41943
1,0,0,0,0,128,0,0,-1.082427,0,20
0,1,0,0,0,66,0,5.5,1.503163,5.5,4.618937
0,1,0,0,0,144,0,3.199996,0.5192661,3.199996,10.76923
1,0,0,0,1,82,0.1,0,-0.601919,0.1,8
1,0,0,0,1,152,0,0,-1.562935,0,7.505773
0,1,0,0,0,157,0,5.622214,1.182824,5.622214,15.7552
1,0,0,0,0,105,0,0,-0.0527671,0,6.554836
0,0,0,0,0,84,1.133333,0,0.1989275,1.133333,7.5
1,0,0,1,0,110,0,0,0,0,5.237374
0,0,0,0,1,96,0,0,-1.379884,0,36.40908
1,1,0,0,0,120,0,4.577775,0.4277408,4.577775,9.937499
0,0,0,0,0,153,0,0.7833334,0.4735034,0.7833334,13.75
0,0,0,0,0,161,0,0,0.0845208,0,10.1
0,0,0,0,0,101,0,0,-1.448528,0,3.687095
0,0,1,0,0,160,2.311108,0.4333333,-0.1671738,2.744442,10.41667
0,0,0,0,0,147,0,0,-0.7163256,0,23
1,0,0,1,0,101,0,0,-1.517172,0,7.930156
1,1,0,0,0,112,2.033333,2.466667,0.2675714,4.5,8.2
1,1,0,0,0,95,0.1333333,4.422217,0.9997739,4.55555,12.29032
1,0,0,0,0,59,0,0,-1.242596,0,6.145162
1,0,0,0,0,139,0.0666667,0,0.2446901,0.0666667,10.85
0,1,0,0,0,125,0,4.633329,0.2446901,4.633329,26
0,0,0,0,0,161,0,0,-1.745985,0,7.5
1,1,0,0,0,114,0,4.4,-0.1214111,4.4,13.7
1,0,1,0,0,123,0,2.033333,0.4506221,2.033333,4.75
0,0,0,0,0,133,0,7.244437,1.068418,7.244437,16
1,0,0,0,0,104,0,0,1.022655,0,7.099998
1,0,0,0,1,151,0,0.1,-1.334121,0.1,5.819861
1,1,0,0,0,146,0,4.25,1.182824,4.25,7.149998
0,0,0,0,0,145,0,0,0.3133341,0,20
0,0,0,0,0,122,0,5.333326,0.0845208,5.333326,11.94667
1,0,0,0,0,24,0.3333333,7.5,0.9997739,7.833333,4.092984
1,0,1,0,0,117,3.833333,1.2,-0.4188684,5.033333,6
0,0,0,0,0,87,0,4.933329,1.320112,4.933329,16.66667
1,1,0,0,0,148,0.1,5.188883,0.3133341,5.288883,22.02656
1,0,0,0,0,131,0,0,1.27435,0,8.5
1,1,0,0,0,69,0,4.466667,0.6107914,4.466667,9
0,0,0,0,0,130,0,5.566667,0.2904528,5.566667,14.875
1,1,0,0,1,50,2.183333,2.566667,-2.112087,4.75,8.501486
0,0,0,0,0,161,0,0,-1.608697,0,7.25
0,1,0,0,0,161,0,4.066667,1.022655,4.066667,17.5
1,1,0,0,0,147,1.1,4.1,-0.8993762,5.2,11.14286
0,1,0,0,0,135,0,4.15,1.571807,4.15,10.44445
1,0,0,0,0,49,0,0,-0.8536136,0,4.096774
1,0,0,0,0,125,0,1.199999,1.137062,1.199999,8.250001
0,0,0,1,0,73,0,0,-1.265478,0,6
0,1,0,0,0,133,0,4.35555,0.7480794,4.35555,11.25999
1,0,0,0,0,72,0.8222219,0,0.5192661,0.8222219,6
1,1,0,0,0,118,0,4.833333,1.754858,4.833333,6.722638
0,1,0,1,0,117,0,4.59999,-0.3731057,4.59999,15.01155
1,0,0,0,0,45,0,5.666667,1.091299,5.666667,8.139756
1,1,0,0,0,111,0,4.7,0.9768926,4.7,10.97983
1,0,0,0,0,162,0,1.2,0.9540113,1.2,16.25
0,1,0,0,0,166,0,4.444438,0.3133341,4.444438,11.19048
0,1,0,0,0,162,0,4.2,0.725198,4.2,4.761905
0,1,0,0,0,152,0,4.3,0.6107914,4.3,15.5
0,0,0,0,0,160,0,0.2666667,-0.3044617,0.2666667,9.815242
0,1,0,0,0,143,2.2,2.266663,1.80062,4.466662,14.56
0,0,0,0,0,53,0.6222219,0,0.7023167,0.6222219,4.608871
0,0,0,0,0,142,0,0,0,0,17.15999
0,1,0,1,0,109,1.066667,4.533333,0,5.6,19
0,1,0,0,0,158,0,4.15555,0.3362154,4.15555,8.833333
0,1,0,0,0,133,0,4.133327,1.137062,4.133327,14.31111
1,0,0,0,0,123,0,0,0.0616395,0,5.439998
1,0,0,0,0,137,0,0,-0.395987,0,11.25
0,0,0,0,0,164,0,0,0.5192661,0,10
1,1,0,0,0,128,0,4,1.022655,4,23.11111
1,0,0,0,0,107,0,6.588883,0.7480794,6.588883,6
1,1,0,0,0,101,1.566664,1.899999,-1.448528,3.466663,41.57044
1,0,1,0,0,127,3.133333,0,-0.0985298,3.133333,18
1,0,0,0,0,103,1.999998,0,0.1760461,1.999998,10
1,0,0,0,0,49,0,0,-0.3502244,0,7
0,0,0,0,0,159,0.8,0,-0.5790377,0.8,20
0,0,0,0,0,161,0,0,0.7023167,0,14.71999
1,0,0,0,0,126,0,3.477775,0.7709606,3.477775,15.6
0,0,0,0,0,151,0,1.288888,0,1.288888,5.25
0,0,0,0,0,143,1.999998,5.099998,1.594688,7.099996,15.07143
0,0,0,0,0,147,1.066667,0,-0.0527671,1.066667,14.76923
1,0,0,0,0,88,0.3333333,0,0.9540113,0.3333333,10
1,0,0,0,0,117,0,0,-0.807851,0,5.201534
1,0,0,0,0,40,0,0,0,0,6.219997
1,0,0,0,0,134,0.1,1.733333,1.297231,1.833333,9
0,0,0,0,0,85,1.533333,0,0.6336727,1.533333,26
0,0,0,0,0,128,0,7.5,0.3590968,7.5,18.25
0,0,0,0,0,138,0,2.6,0.5650287,2.6,4.713201
0,0,0,0,0,104,0,0,-2.958696,0,9
0,0,0,0,1,150,0,0.8333333,-0.395987,0.8333333,14
1,0,0,0,0,123,1.233333,0,0.4506221,1.233333,12.43243
0,1,0,0,0,159,0,3.666667,-1.013783,3.666667,26.66667
1,0,1,0,0,137,2.166667,0,1.022655,2.166667,10.5
1,0,0,0,0,132,0,7.233329,0.1302835,7.233329,14.5
1,0,0,0,0,98,0,0,0.1531648,0,6.605081
0,0,0,0,0,71,0,0,-0.327343,0,9.599998
0,0,0,0,0,121,0,5.166667,0.5879101,5.166667,15.5
1,0,0,0,0,154,0.6166667,0,-0.0985298,0.6166667,8.083141
0,0,0,0,0,158,1.2,0,-0.0985298,1.2,14.93098
1,0,1,0,0,110,3.833333,0,0.4048594,3.833333,7
0,0,0,0,0,136,0,1.688887,0.1760461,1.688887,5.106383
0,0,0,0,0,158,1.033333,0,0.0387582,1.033333,16.66667
1,0,1,0,0,120,2.633333,0,0.5879101,2.633333,10.14999
1,0,0,0,0,144,0,0,1.137062,0,9.367567
0,0,0,0,0,151,0,0,-1.745985,0,12.82
0,0,0,0,0,23,0,0,-1.265478,0,12.56
0,1,0,0,0,147,0,4.511108,0.2904528,4.511108,12.36842
0,0,0,0,0,130,0,0,-1.471409,0,4
0,0,0,0,0,161,0,0,0,0,13.5
0,1,0,0,0,121,0,4,-0.4417497,4,9.714285
0,0,0,0,0,122,0,6.177771,0.8396046,6.177771,12.70208
0,0,0,0,0,90,0,0,-0.739207,0,10
0,0,0,0,0,102,0,0,-0.7620883,0,8.447114
1,0,0,0,0,146,0,6,1.640451,6,10.4
0,0,1,0,0,153,2.433333,0.2333333,0.725198,2.666667,9
0,0,0,0,0,126,2.599996,0,0.4506221,2.599996,8.083141
0,0,0,0,0,124,0.8444433,1.999998,1.137062,2.844442,16.7
0,0,0,0,1,87,0,0,-0.3502244,0,5.866667
0,1,0,0,0,161,0,4.8,0.4506221,4.8,16.79614
0,0,0,0,0,153,0,0,-1.288359,0,8
0,1,0,0,0,114,0.8888875,5.999994,-0.2358177,6.888882,14.59476
0,1,0,0,0,141,2.633333,1.392442,0.8624859,4.025775,7
0,1,0,0,0,138,0,5.95555,-0.0070045,5.95555,14.8
0,0,0,0,0,74,0,0.6666667,1.411638,0.6666667,9.510367
0,0,0,0,0,135,0,0,-2.3409,0,8.538207
1,0,0,0,0,13,0,0,-1.471409,0,4
1,0,0,0,0,148,0,5.333333,0.9082486,5.333333,7.25
0,1,0,0,0,122,2.311108,2.55555,0.8396046,4.866658,10.66667
0,1,0,0,0,165,2.1,2,-0.6476817,4.1,18.33333
1,0,0,0,0,147,0,0.6666667,-0.2358177,0.6666667,16
1,1,0,0,0,94,0,5.233333,0.6107914,5.233333,10
1,1,0,1,0,130,0,4.466667,-1.013783,4.466667,7.333333
0,0,0,0,0,150,0,0,-0.670563,0,8.571428
0,0,1,0,1,160,2.233333,0.5133316,-0.0070045,2.746665,11.35417
0,1,0,0,0,48,1.599998,3.288886,-0.2586991,4.888884,6.309032
0,0,0,0,0,166,0,0,-0.327343,0,7.829999
1,0,0,0,0,109,0,0,0.8624859,0,7.48125
1,0,0,0,0,92,0.3333333,0.7111099,-0.1900551,1.044443,3.349999
1,1,0,0,0,58,0,4.266667,-0.0298858,4.266667,2.731183
0,1,0,0,0,116,0.1333331,4.711104,0.8853673,4.844438,15
1,0,0,0,0,94,1.833333,0,-1.448528,1.833333,5
0,1,0,0,0,117,0,4.3,0.4735034,4.3,6.4
0,0,0,0,0,144,0,2.444442,2.075196,2.444442,12.5
0,0,0,0,0,130,0,1.633333,1.091299,1.633333,6.35
1,1,0,1,0,110,0,4.133333,-1.562935,4.133333,11.11111
0,1,0,0,0,62,0.5333326,3.933326,0.4506221,4.466659,7.25
0,0,0,0,0,165,1.666667,0,0.1074022,1.666667,16.59
0,0,0,0,0,124,0,0,-1.173952,0,10
1,1,0,0,0,79,0,4.935998,0.9311299,4.935998,5
0,0,1,0,0,98,2.611105,0.2,-0.0756485,2.811105,4
0,0,0,0,0,162,1.288888,0,-0.9909015,1.288888,11.31
1,0,0,0,0,159,0,0,0.1531648,0,11.925
0,0,0,0,0,159,0.1999997,0.3999992,-0.464631,0.599999,5.248793
1,1,0,0,0,100,0.6,3.966667,-0.4188684,4.566667,5.099998
1,0,0,0,0,160,0,7.5,0,7.5,8.763515
0,0,1,0,0,137,3.066665,0,-0.9451389,3.066665,13.5
0,1,0,0,0,89,0.65,4.733333,0.9768926,5.383333,15.77778
1,0,0,0,0,151,0,0.6,-1.288359,0.6,4.474559
1,1,0,0,0,119,0,4.833333,1.823502,4.833333,12.29032
1,0,0,0,0,130,0,0,-0.3502244,0,11.27003
1,0,0,0,0,153,0,0,-0.670563,0,7.5
0,1,0,0,0,129,0.0666666,4.299996,1.022655,4.366663,15.88
0,1,0,0,0,132,2.2,2.3,0,4.5,16
0,1,0,0,0,122,0,4.266667,0.3819781,4.266667,12.70208
0,0,0,0,0,158,0,1.9,0.4506221,1.9,12.5
1,1,0,0,0,135,0,4.311106,0.7480794,4.311106,18.47575
0,1,0,1,0,110,0,4.366667,0.4963847,4.366667,10
1,0,0,0,0,136,0,0,0.7709606,0,9.473685
0,0,0,0,1,159,0,0,-1.288359,0,10.42
0,0,1,0,0,109,1.711108,1.777775,0.2904528,3.488883,10
1,0,1,0,0,105,2.633333,0,0.4048594,2.633333,11
0,1,0,1,0,131,0,4.333333,-0.0527671,4.333333,8.106235
1,0,0,0,0,73,0.6,0,0.0387582,0.6,10.55889
1,0,0,0,0,163,0,0,0.1760461,0,11
0,0,0,0,0,125,0,1.533333,1.091299,1.533333,11.957
1,0,0,0,0,161,0,0,0.6794354,0,8.083141
1,1,0,1,0,155,0,3.84444,0.6107914,3.84444,9.219993
0,1,0,0,0,125,0,4.166667,0.793842,4.166667,14.55
1,0,0,0,0,132,0,0,0.2446901,0,4.833333
0,0,0,0,1,138,0,0,-1.906155,0,3.70074
0,1,0,0,0,119,0,4.9,1.159943,4.9,16.96617
1,1,0,0,0,117,2.016667,3.233333,0.5192661,5.25,13.325
1,0,0,0,0,109,0,0,-0.9680202,0,4.228858
0,1,0,0,0,128,0,4.233333,0.5192661,4.233333,15.2095
1,1,0,1,0,77,0,4.6,-0.5561563,4.6,8.249133
0,0,0,0,0,76,0,0,-1.608697,0,4.229417
1,0,0,1,0,62,0,0,-1.99768,0,5.469997
0,0,0,1,0,154,0,1.466667,-0.533275,1.466667,9.749999
1,0,0,1,0,147,0,0.355555,-1.585816,0.355555,6.4
0,1,0,0,0,71,0,4.8,-0.7620883,4.8,9
1,1,0,1,0,133,0,4.533333,-1.65446,4.533333,8
0,0,0,0,0,145,0,5.633333,1.137062,5.633333,8.933332
0,0,0,0,1,140,0.1,0,-0.2358177,0.1,6
0,0,0,0,0,154,0,0,-0.8536136,0,13.2
1,0,0,0,0,68,0.3,0.2222211,0.6107914,0.5222211,11.25
1,1,0,0,0,118,0,4.222217,1.4574,4.222217,15
1,1,0,0,0,106,0,4.7,0.0845208,4.7,10.66667
0,1,0,0,0,113,1.266667,3.633333,0.6107914,4.9,16
1,0,0,0,0,123,0,0,0.3590968,0,6.5
1,0,0,0,0,99,0,5.666658,1.045537,5.666658,11.42857
0,0,0,0,0,101,0,4.04444,0.2446901,4.04444,8.2
0,0,0,0,0,126,0.1333331,0,0,0.1333331,9.2
1,1,0,0,0,151,0,5.9,0.1989275,5.9,9.88
1,0,0,0,0,118,0,4.833333,1.297231,4.833333,12.1
1,1,0,0,0,112,0,4.644438,0.8853673,4.644438,9.800001
0,1,0,0,1,131,0.1666667,4.333333,0,4.5,12
0,1,0,0,0,118,0,2.933333,1.091299,2.933333,8.159143
1,1,0,0,0,84,1.6,3.3,0.5879101,4.9,8.194496
0,0,0,0,0,154,0,0,-1.562935,0,17.5
0,0,0,0,0,112,0,6.966667,1.80062,6.966667,15.43478
0,0,0,0,0,159,0,0,-0.5561563,0,14.76
0,0,0,0,0,151,0,0,0.7709606,0,10
0,1,0,0,0,53,0,4.166667,0.7480794,4.166667,3.692308
1,0,0,0,0,163,0,0,0.3819781,0,6.5
1,0,0,0,0,105,1.42222,0,0.7480794,1.42222,4.096774
1,0,0,0,0,124,0,0.1111109,1.205706,0.1111109,4.096774
1,0,0,0,0,115,0.1666667,0,-0.327343,0.1666667,11.5
0,0,0,1,0,116,0,0,-1.334121,0,4.864919
0,0,0,0,0,121,0,7.066667,1.182824,7.066667,32.8
1,0,0,0,0,90,0,0,-1.585816,0,3.857143
1,1,0,0,0,101,0,4.066667,1.915027,4.066667,12
1,0,0,0,0,127,0,5.016667,1.205706,5.016667,10
1,0,1,0,0,83,2,0.8833333,0.3362154,2.883333,10
0,1,0,0,0,116,1.233333,2.433333,0.793842,3.666667,8.554999
1,1,0,0,0,129,0,4.166667,1.61757,4.166667,13.13
0,0,0,0,0,93,0,0,-0.601919,0,5.542725
1,0,0,0,0,132,0,0,0.4048594,0,4.5
0,0,0,0,0,157,0.7666656,0,0.3819781,0.7666656,14
1,0,0,1,0,162,0,5.333333,0,5.333333,19.93333
1,1,0,0,0,145,0,4.333328,1.434519,4.333328,8.750001
0,0,0,0,0,91,0.4333333,0,-0.0298858,0.4333333,5
0,1,0,0,0,127,2.066667,2.133333,0.793842,4.2,14.33871
1,0,0,0,0,81,0,0,0.0387582,0,5.8
0,0,0,0,1,121,0,0,-0.601919,0,7.21709
0,0,0,0,0,155,0,1.177776,-0.0527671,1.177776,15.90044
1,1,0,0,0,130,0,4.7,1.4574,4.7,12.03
1,1,0,0,0,106,0,5.233329,0.9540113,5.233329,13.16397
1,1,0,0,0,124,0,4.666667,0.8396046,4.666667,10.45
0,1,0,0,0,100,0,4.288884,0.9082486,4.288884,5
1,0,0,0,0,165,0,0,-0.8993762,0,15.7
1,1,0,0,0,146,0.2333333,3.916667,0.725198,4.15,16
0,1,0,0,0,90,0,2.766667,0.0387582,2.766667,8.750001
1,0,0,0,0,166,0,0,-1.219715,0,10.62857
1,1,0,0,0,132,2.2,4.1,1.365875,6.3,8.8
1,0,0,0,1,155,0.2,0,0,0.2,9.699769
1,1,0,0,0,127,0,4.399992,0.3590968,4.399992,6.533333
0,1,0,0,0,152,0,4.622217,1.114181,4.622217,14.7
0,0,0,0,0,144,0,0,-0.3731057,0,5.649998
1,0,0,0,0,109,1.633333,2.433333,-0.1671738,4.066667,8.750001
1,0,0,0,0,56,0,0,-0.3044617,0,4
0,0,0,0,0,132,0,7.033333,1.846383,7.033333,9.281817
0,1,0,0,0,142,0,4.866667,0.0158769,4.866667,7.599999
1,1,0,0,0,98,2.133333,3.333333,0.2446901,5.466667,9.715501
1,0,0,0,0,105,0,7.5,0.9311299,7.5,15.2
1,0,0,0,0,130,0,6.244436,1.137062,6.244436,9.290909
0,1,0,0,0,66,1.066667,3.088885,0.0845208,4.155551,18.96215
1,0,0,1,0,166,0,0.6222214,-0.807851,0.6222214,10
1,0,0,1,0,100,0.2666667,0,-1.265478,0.2666667,3.435
1,0,0,0,0,129,0,0,0.2675714,0,7.46
1,0,0,0,0,109,0,0.9666666,1.114181,0.9666666,11.89999
0,0,0,0,0,125,3.3,0,0.1760461,3.3,8.750001
0,0,0,0,0,135,1.933333,1.1,-0.2815804,3.033333,11.42857
0,0,0,0,0,105,0,3.166667,1.526044,3.166667,13.45455
0,0,0,0,0,147,0,0,0.4963847,0,10
0,0,0,0,0,116,0,1.888887,-0.1442924,1.888887,12
1,0,0,1,0,126,0,0,-2.043443,0,3.47
1,0,0,0,0,38,1.62222,0,-1.494291,1.62222,6.5
1,0,0,0,0,152,0,0,-0.6248003,0,5.489998
1,0,0,0,0,131,1.699999,0.5666656,0.5192661,2.266665,6.460739
1,0,0,0,0,26,0,0.3777774,1.411638,0.3777774,5.5
0,0,0,0,0,154,0,2.6,0.4277408,2.6,9.329994
0,0,0,0,0,130,0,0,-1.013783,0,9.249999
0,1,0,0,0,119,0,3.633333,0.8853673,3.633333,23.11111
0,0,0,0,0,116,0,0.2666667,0.793842,0.2666667,6.75
1,0,0,1,0,114,0,0.0333333,-2.157849,0.0333333,4.027484
0,0,0,0,0,158,2.955552,0,-0.3502244,2.955552,13.74561
1,1,0,0,0,92,2.233333,2.166667,0.2446901,4.4,6.730415
0,1,0,0,1,136,2.983333,3.2,0.4048594,6.183333,9.032589
1,0,0,0,0,29,0,0,0.0616395,0,3.349999
1,0,0,1,0,126,0,0,0.2904528,0,8.799996
1,1,0,0,0,147,0,4.333333,0.9082486,4.333333,12.2
1,0,0,0,0,166,0,0,0.2446901,0,5.95843
1,0,0,0,0,103,0,0,0.793842,0,4.428571
1,0,0,0,0,131,3.833333,0,1.27435,3.833333,6.800001
0,1,0,0,0,115,1.933331,1.733331,0.793842,3.666663,19.25
0,1,0,0,0,144,0,4.233333,1.342994,4.233333,10
0,1,0,0,0,119,0,4.4,0.5879101,4.4,13.04348
0,0,0,0,0,123,0,0,0.3819781,0,11.625
0,0,0,0,0,150,0,0,1.388757,0,10
1,1,0,0,0,84,0,4.116667,1.411638,4.116667,10.85714
1,1,0,1,0,62,0,4.866667,-0.1214111,4.866667,9.942858
0,1,0,0,0,142,0,4.8,0.1074022,4.8,13.55
1,0,0,1,0,153,0,0,-2.020561,0,6.269191
0,0,0,0,0,64,0.355555,0,0.5650287,0.355555,15.89548
0,0,0,0,0,149,0,4.066667,-1.745985,4.066667,5
0,0,0,0,0,159,0,5.188883,1.526044,5.188883,20.44444
1,1,0,0,0,115,0,4.8,1.365875,4.8,15
1,0,0,0,1,105,1.466667,0,-0.6248003,1.466667,7.309998
1,0,0,1,0,139,0.1333333,0,0,0.1333333,7.589997
1,0,0,0,0,98,0,0,0,0,3.849998
0,0,0,0,0,156,0,2.111108,0.6336727,2.111108,9.699769
1,0,0,0,0,81,0.6,0,0,0.6,8.5
1,0,0,0,0,166,0,0,0,0,7.149998
1,0,0,0,0,134,0,0,1.320112,0,7
1,1,0,0,0,118,2.311108,2.666661,0.5650287,4.977769,12
0,0,0,0,0,136,0,0,-0.327343,0,8.599998
0,0,0,0,0,112,0,0,0.5879101,0,9.199998
0,0,0,0,0,158,2.416667,0,0.1074022,2.416667,13.5
0,1,0,0,0,156,0,4.866667,1.068418,4.866667,20
1,0,0,0,0,82,0,0,-1.242596,0,4.75
0,1,0,0,0,137,0,6.177771,1.571807,6.177771,8
0,0,0,0,0,152,0,0.9,0.9997739,0.9,9.6
1,0,0,0,0,105,0,0,-0.6248003,0,4.907622
0,1,0,0,0,124,2.066664,2.199997,0.1760461,4.266661,14.6
0,0,0,0,0,158,0.2,0,0.4506221,0.2,12
1,0,0,1,0,129,0.4444435,0,-0.8993762,0.4444435,9.249999
0,1,0,0,0,129,0,4.422213,0.5879101,4.422213,11.42857
0,0,0,1,0,73,0,6.6,0.3819781,6.6,32
1,0,0,0,0,60,2.177775,0,-1.151071,2.177775,4.618937
0,0,0,0,0,112,1.466667,0,-0.5790377,1.466667,8.899995
0,0,0,0,0,134,0,0,-1.631579,0,6.5
1,0,0,0,0,143,0,5.276664,1.068418,5.276664,6.5
1,0,0,0,0,151,0,0,-0.9222575,0,12.28571
0,1,0,0,0,84,0,7.388884,1.137062,7.388884,13.2
1,1,0,0,0,132,0.4333333,4.555554,0.7480794,4.988888,13.71029
0,0,0,0,0,147,0,2.144442,0.4506221,2.144442,5.75
0,1,0,0,0,109,0,4.199994,0.9311299,4.199994,15.83333
1,0,0,0,0,125,0.0888887,0,1.022655,0.0888887,8.5
1,1,0,0,0,84,0,4.266667,0.2446901,4.266667,7.25
0,0,0,0,0,123,0,5.3,0.9540113,5.3,27.80488
1,0,0,0,0,141,0.5,0,-0.8536136,0.5,6.35
0,0,0,0,0,79,0,5.433333,0.656554,5.433333,8.969993
0,0,0,0,0,165,0.0222222,0,-0.0070045,0.0222222,16.5
0,1,0,0,0,126,0,5.044438,-0.9451389,5.044438,16.5
0,0,0,0,0,114,0,0,-0.3502244,0,5
0,0,0,0,0,160,0,0,-0.739207,0,13.55199
1,0,0,0,0,158,1.666667,0,0.0387582,1.666667,8.660508
1,0,0,1,0,77,0,0,-1.402765,0,7.589997
0,0,0,0,0,106,0,5.744442,0.9311299,5.744442,19.15
1,1,0,0,0,149,0.9777766,4.399999,1.091299,5.377775,8
0,1,0,0,0,136,0,4.166667,0.3590968,4.166667,22.5
0,0,0,0,0,162,0,0,-0.3731057,0,13.77209
1,0,1,0,1,140,3.15,0,0,3.15,13
1,0,1,0,0,144,0,2.233333,1.297231,2.233333,11.3
0,0,0,0,0,161,0,5.599992,0.4963847,5.599992,15.38461
1,0,1,0,0,72,1.466667,0,0.4506221,1.466667,7.169355
0,0,0,0,0,122,0,0.6666667,-0.7620883,0.6666667,5.5
1,0,0,0,0,135,1.5,0,0.1989275,1.5,8
0,0,0,0,0,122,0,0,-1.12819,0,7.309882
0,1,0,0,0,142,0,4.522217,0.3362154,4.522217,22
0,1,0,0,0,134,0,4.466667,0.3819781,4.466667,13.2
1,0,0,0,1,158,0,1.777775,0.2904528,1.777775,13.5
0,0,0,0,0,97,0,7.033333,1.61757,7.033333,12.29032
1,0,0,0,0,88,0,0,0.3590968,0,13
1,0,0,1,0,65,1,0,0.0387582,1,8.660508
0,0,0,0,0,156,0.6,0,-1.242596,0.6,12.78586
1,1,0,0,0,106,0,4.15,1.137062,4.15,7.5
0,0,0,0,0,156,0.5,0.4,0.1760461,0.9,7.66
0,0,0,0,0,165,0,0,-0.1214111,0,11.11111
1,0,0,0,0,105,0,0,0,0,8
1,0,1,0,0,147,3.111106,0,0.4735034,3.111106,15
1,0,0,0,0,88,0,7.5,1.846383,7.5,18.8
1,0,0,0,0,165,0,0,-0.395987,0,7.675676
0,1,0,0,0,103,0,4.866667,-0.1900551,4.866667,5
1,0,0,1,0,111,0,0,-0.7163256,0,6.478096
1,0,0,0,0,156,0,0,0.1302835,0,5.286771
0,0,0,0,0,121,1.3,0,0,1.3,8.615386
1,0,0,0,0,166,0,0,-0.807851,0,5.149998
1,0,0,0,0,117,0,5.666667,0.4277408,5.666667,20.5
0,0,0,0,0,159,0,0,-0.7620883,0,17.71428
0,1,0,0,0,120,0,4.166667,1.159943,4.166667,11.90476
1,0,1,0,0,117,2.2,0,0.3590968,2.2,12
1,0,0,0,0,87,0,0,0.0845208,0,5.15625
1,0,0,0,0,157,1.766667,0,1.4574,1.766667,12.39999
1,0,0,0,0,41,0,0,0.9311299,0,3.349999
1,0,1,0,0,151,2.219996,1.433333,0.7709606,3.653329,16
1,0,0,0,0,139,0,0,0.3819781,0,7.136887
0,0,0,0,0,163,0.0666666,0,-0.4875124,0.0666666,7.5
1,0,0,0,0,120,0,0,0.5421474,0,4.618937
1,0,0,0,0,79,0,0,-0.5790377,0,5.764409
1,1,0,0,0,150,0,4.566667,0,4.566667,9.534883
1,0,0,1,0,150,0,0,-0.5103937,0,6.844444
1,0,0,0,0,103,0,0,-0.0756485,0,7.969996
1,0,0,1,0,70,0,0,-1.082427,0,4
0,1,0,0,0,119,0,2.911106,0,2.911106,20.15556
0,0,0,0,0,121,0,0.9,0.0616395,0.9,11.5
1,1,0,0,0,91,0,4.04444,0,4.04444,10
0,0,0,0,0,163,0,0,-1.036664,0,13.80953
1,0,0,0,0,162,0.1333331,0,-0.3731057,0.1333331,4
0,0,0,0,0,125,0,0,-0.7620883,0,6
1,0,0,0,0,83,0,0.8222214,0.4963847,0.8222214,12
1,0,0,1,0,49,0,0,-2.638357,0,4.75
0,1,0,0,0,130,0,4.211106,0,4.211106,21
0,1,0,0,1,59,0.3888885,4.366666,-1.814629,4.755554,16
1,0,0,0,1,25,0,0,-0.9451389,0,3.349999
1,0,0,0,0,163,0.9,0,1.114181,0.9,8.659996
0,0,0,0,0,147,0,0,0.1302835,0,12.7
0,0,0,0,0,162,0.9333333,0,0.5421474,0.9333333,14.85714
0,0,0,0,0,157,0,1.266667,0.5879101,1.266667,13.56
0,1,0,0,0,47,2.444442,2.399996,1.434519,4.844438,22.65537
0,1,0,1,0,111,0,4.5,-1.677341,4.5,11
1,1,0,0,0,50,0,3.4,1.61757,3.4,8.222223
1,0,0,0,0,159,0,0,-1.425647,0,9.549996
0,1,0,0,0,159,0,5.055549,-0.5103937,5.055549,6.25
0,0,0,0,0,140,0,0,-0.2815804,0,9.362816
1,0,0,0,0,166,0,0.1333333,0,0.1333333,12.97297
1,0,0,0,0,107,0,0,-0.9451389,0,7.333333
1,0,0,0,0,63,1.566667,0,-0.3502244,1.566667,6.608464
