year,ahe,bachelor,female,age
1998,19.23077,1,1,29
1998,5.886058,0,1,30
1998,15.38461,1,1,34
1998,23.07692,1,0,33
1998,15.65295,1,0,28
1998,14.42308,0,0,31
1998,15.38461,1,1,31
1998,26.92308,1,0,32
1998,19.23077,1,1,33
1998,32.47863,1,1,32
1998,14.90385,0,1,31
1998,12.01923,0,1,28
1998,23.46154,1,0,33
1998,11.53846,0,0,33
1998,11.53846,0,1,30
1998,26.49573,1,0,27
1998,14.52991,1,1,26
1998,12.30769,1,1,27
1998,23.93162,1,0,31
1998,13.46154,0,0,27
1998,3.125,0,0,26
1998,5.384615,0,1,29
1998,11.05769,0,0,29
1998,11.53846,1,1,28
1998,23.07692,1,0,29
1998,26.44231,0,0,33
1998,6.25,0,0,32
1998,15,1,1,31
1998,12.01923,0,0,29
1998,12.01923,0,0,28
1998,17.6282,1,1,29
1998,37.98077,1,1,34
1998,31.25,1,0,34
1998,14.65201,1,1,31
1998,8.741259,1,1,34
1998,13.41682,0,0,27
1998,12.82051,0,0,28
1998,25.64103,0,0,30
1998,5.714904,0,1,33
1998,4.807693,1,0,31
1998,12.2449,0,0,26
1998,14.95726,1,1,34
1998,12.37762,0,0,31
1998,8.653846,0,1,26
1998,12.01923,0,0,34
1998,8.173077,0,0,28
1998,2.692308,0,0,26
1998,14,0,0,29
1998,16.82692,0,0,30
1998,4.807693,0,1,26
1998,17.225,0,0,28
1998,13.46154,1,1,30
1998,19.23077,0,1,32
1998,35.57692,1,0,27
1998,7.932693,0,1,27
1998,11.53846,1,0,27
1998,14.95726,0,0,34
1998,26.44231,1,0,33
1998,16.82692,1,1,29
1998,13.46154,1,1,26
1998,15.38461,1,0,31
1998,14.42308,1,0,31
1998,14.42308,1,0,32
1998,12.5,0,1,32
1998,25.59135,1,0,28
1998,14.10256,1,0,28
1998,16.92308,1,1,28
1998,11.53846,1,1,26
1998,18.20513,0,0,34
1998,16.82692,0,0,30
1998,5.288462,0,0,32
1998,15.38461,1,1,26
1998,13.70192,1,1,25
1998,13.46154,1,1,27
1998,10.57692,0,1,28
1998,9.615385,1,1,27
1998,28.84615,1,1,27
1998,8.684863,1,1,30
1998,12.17949,1,0,33
1998,5.2875,0,0,27
1998,28.63248,1,0,32
1998,16.08846,1,0,28
1998,16.34615,1,1,29
1998,21.53846,1,1,33
1998,17.94872,0,0,31
1998,6.903353,0,1,27
1998,11.25,0,0,34
1998,4.801442,0,1,29
1998,16.82692,0,0,25
1998,15.38461,0,0,27
1998,16.48352,0,0,28
1998,20.67308,1,0,25
1998,9.89011,0,0,34
1998,10.57692,1,1,33
1998,25.64103,0,0,28
1998,14.90385,0,1,28
1998,12.98077,0,0,25
1998,6.730769,0,0,30
1998,17.09402,1,0,26
1998,13.73626,1,1,32
1998,12.5,0,0,30
1998,12.17949,1,0,32
1998,12.98077,0,0,31
1998,12.98077,0,1,28
1998,10.96154,0,0,33
1998,13.23798,1,1,31
1998,17.30769,0,0,29
1998,6.5,0,0,26
1998,22.59615,0,0,31
1998,18.46154,0,0,34
1998,17.94872,1,0,29
1998,12.01923,0,0,27
1998,11.42644,0,0,34
1998,9.134615,0,1,25
1998,8.119658,0,1,29
1998,23.84615,1,0,29
1998,16.02564,0,0,31
1998,4.102564,1,0,31
1998,15.38461,0,1,31
1998,6.410256,0,0,31
1998,10.09615,1,0,29
1998,10.81731,0,1,25
1998,9.134615,0,1,32
1998,12.98077,1,0,29
1998,12.01923,0,1,34
1998,12.5,1,0,34
1998,6.043956,0,1,31
1998,12.94379,0,1,34
1998,12.98077,0,0,33
1998,16.82692,0,0,25
1998,25.96154,1,0,30
1998,25.2,1,1,32
1998,13.84615,0,0,32
1998,13.07692,0,1,30
1998,15.86539,1,1,32
1998,15.38461,0,1,32
1998,24.03846,1,0,32
1998,15.2972,1,1,34
1998,27.77778,1,0,30
1998,5.7375,1,0,26
1998,23.84615,1,0,33
1998,25,1,0,28
1998,13.46154,0,0,33
1998,12.98077,1,1,31
1998,18.80342,1,0,31
1998,17.25838,1,0,31
1998,12.5,1,1,31
1998,19.23077,1,0,25
1998,14.95726,1,0,25
1998,22.03526,1,1,28
1998,12.11539,0,1,26
1998,11.53846,1,1,30
1998,16.82692,0,1,27
1998,29.80769,1,0,28
1998,29.80769,0,0,34
1998,15.38461,1,1,32
1998,21.36752,1,0,31
1998,13.46154,1,1,33
1998,17.09402,1,1,27
1998,9.25,0,0,28
1998,10.57692,1,0,33
1998,32.96703,1,0,28
1998,14.42308,0,1,25
1998,4.038462,0,0,26
1998,15.38461,1,1,27
1998,12.98932,0,0,28
1998,11.53846,0,1,34
1998,12.30769,0,0,33
1998,12.98077,1,1,34
1998,12.5,0,0,33
1998,18.33231,1,0,32
1998,36.71329,1,0,30
1998,40.04567,1,1,30
1998,18.26923,1,0,30
1998,15.81197,1,1,28
1998,14.90385,0,0,32
1998,46.15385,1,0,32
1998,24.03846,1,0,29
1998,15.86539,1,1,28
1998,11.53846,1,1,28
1998,12.5,1,1,31
1998,14.95726,1,1,28
1998,15.86539,1,1,29
1998,9.615385,0,0,34
1998,12.01923,0,0,30
1998,23.19231,0,1,28
1998,20.91346,1,0,28
1998,9.615385,0,0,26
1998,6.888889,0,0,27
1998,5.769231,1,0,26
1998,12.98077,1,0,30
1998,14.42308,0,1,34
1998,13.42147,0,0,34
1998,13.67521,0,1,33
1998,13.13321,0,1,27
1998,25.6,0,0,34
1998,15.18219,0,1,34
1998,10.57692,1,1,30
1998,10.20481,0,0,25
1998,13.54829,0,0,27
1998,10.76923,1,1,30
1998,16.82692,0,1,28
1998,12.39316,0,0,30
1998,9.975481,0,1,31
1998,8.730769,0,0,26
1998,11.05769,0,0,34
1998,15.38461,0,0,28
1998,19.23077,1,0,28
1998,14.42308,1,1,26
1998,10.57692,0,1,34
1998,15.38461,0,0,32
1998,8.653846,0,1,27
1998,11.53846,0,0,33
1998,11.53846,0,1,34
1998,36.53846,1,0,34
1998,9,0,1,30
1998,7.692307,1,1,29
1998,5.769231,0,0,34
1998,9.615385,1,0,32
1998,22.18935,1,0,31
1998,19.61539,1,1,27
1998,14.79592,1,1,29
1998,15.38461,1,1,32
1998,14.42308,1,1,30
1998,12.98077,1,1,33
1998,9.40171,0,1,30
1998,8.653846,0,0,32
1998,14.31624,0,0,28
1998,16.34615,1,1,27
1998,13.67521,0,1,33
1998,20.19231,1,1,34
1998,18.75,0,0,31
1998,21.15385,1,1,33
1998,8.653846,1,0,25
1998,16.82692,0,0,32
1998,20.19231,0,0,30
1998,10.01603,0,1,33
1998,12.01923,0,0,30
1998,17.85714,0,0,26
1998,12.82051,1,1,29
1998,14.85,0,0,32
1998,7.269231,0,0,26
1998,10.38461,0,0,31
1998,8.653846,0,0,25
1998,21.49135,0,1,32
1998,11.36364,0,0,26
1998,3.173077,1,1,26
1998,15.9528,0,0,31
1998,8.653846,0,1,32
1998,12.98077,0,0,31
1998,19.23077,0,0,28
1998,16.82692,1,1,28
1998,33.65385,1,0,30
1998,11.29808,0,0,29
1998,13.98601,1,0,32
1998,10.09615,0,1,29
1998,8.653846,0,1,27
1998,9.615385,0,0,25
1998,10.58823,1,0,32
1998,9.615385,0,1,26
1998,8.653846,1,1,33
1998,11.05769,1,1,32
1998,11.86813,0,0,34
1998,10.43956,1,0,25
1998,14.42308,0,0,34
1998,11.05769,0,1,26
1998,9.178322,0,1,32
1998,16.82692,1,1,26
1998,8.990385,0,1,31
1998,10.25641,1,0,27
1998,13.46154,1,0,32
1998,11.53846,0,1,32
1998,15.38461,1,0,28
1998,9.615385,0,1,27
1998,11.39423,1,1,26
1998,12.82051,0,1,32
1998,12.98077,0,0,28
1998,16.82692,0,0,32
1998,12.25961,1,1,26
1998,16.82692,1,1,32
1998,13.42593,0,0,31
1998,19.7101,0,0,33
1998,16.82692,0,1,26
1998,9.574786,1,0,29
1998,11.53846,0,1,33
1998,9.615385,0,1,34
1998,7.932693,0,0,32
1998,10.88187,0,0,30
1998,7.601442,0,1,29
1998,11.45833,0,0,26
1998,8.653846,1,0,25
1998,7.019231,0,0,26
1998,10.57692,0,0,26
1998,14.94269,0,0,34
1998,15.38461,0,1,26
1998,15.38461,1,1,33
1998,16.82692,0,1,31
1998,15.86539,1,1,29
1998,11.05769,0,0,34
1998,14.15598,1,1,26
1998,34.18654,1,0,27
1998,6.730769,0,0,32
1998,10.09615,0,0,34
1998,12.98077,0,1,31
1998,26.92308,1,0,25
1998,29.32692,1,1,25
1998,10.09615,0,1,27
1998,10.48951,0,1,31
1998,15.86539,1,0,27
1998,16.15385,1,0,25
1998,14.74359,1,0,28
1998,12.5,0,0,32
1998,10.09615,0,1,30
1998,15.86539,1,1,33
1998,14.79808,0,1,30
1998,24.03846,0,0,33
1998,20.38461,0,0,27
1998,11.05769,1,0,33
1998,17.78846,1,1,31
1998,12.82051,0,0,31
1998,14.42308,1,0,26
1998,13.24786,1,0,30
1998,16.41923,0,0,31
1998,18.02885,0,0,25
1998,9.615385,0,0,30
1998,12.25961,0,0,31
1998,11.53846,1,1,30
1998,7.790927,0,1,28
1998,11.53846,0,1,33
1998,4.807693,0,0,33
1998,19.23077,1,0,29
1998,9.615385,1,1,28
1998,8.391608,1,1,25
1998,12.48419,1,0,27
1998,4.807693,0,0,28
1998,11.92308,0,1,32
1998,9.852071,0,0,27
1998,15.38461,1,1,31
1998,16.15385,1,0,32
1998,21.63461,1,1,31
1998,5.288462,0,1,33
1998,9.695513,0,1,31
1998,7.905983,1,0,27
1998,10.73345,1,1,26
1998,9.391771,0,1,32
1998,14.42308,1,0,31
1998,6.944445,0,1,25
1998,16.82692,1,0,29
1998,9.615385,1,0,28
1998,23.07692,0,0,29
1998,14.72356,0,1,27
1998,12.74597,1,0,28
1998,9.89011,0,1,27
1998,14.90385,0,0,28
1998,11.49359,0,0,30
1998,6.971154,0,1,30
1998,9.134615,0,1,27
1998,18.26923,0,0,29
1998,7.919872,0,0,26
1998,15.38461,1,1,28
1998,13.26923,1,1,30
1998,10.81731,1,1,30
1998,20.19231,1,0,28
1998,19.23077,1,1,34
1998,4.903846,0,1,30
1998,11.96581,0,0,28
1998,12.01923,0,0,25
1998,14.23077,0,0,32
1998,12.98077,1,1,28
1998,7.5,1,0,26
1998,4.427083,0,0,28
1998,8.846154,0,1,32
1998,11.25,0,0,32
1998,8.653846,0,1,25
1998,5.128205,0,0,32
1998,9,0,1,25
1998,6.461538,1,0,33
1998,9.615385,0,1,33
1998,10,0,0,33
1998,12.01923,0,0,33
1998,12.01923,0,0,28
1998,12.01923,0,0,30
1998,10.09615,1,1,33
1998,9.615385,1,1,33
1998,13.94231,1,1,29
1998,9.615385,0,0,28
1998,8.714597,1,1,27
1998,14.90385,1,1,30
1998,11.05769,1,1,32
1998,3.418681,0,1,27
1998,10.68376,1,1,25
1998,10.09615,1,0,30
1998,7.692307,0,1,29
1998,11.05769,0,1,33
1998,12.74039,0,0,25
1998,9.134615,0,0,27
1998,26.44231,1,0,26
1998,16.82692,1,0,28
1998,31.25,1,1,33
1998,17.30769,1,1,30
1998,19.23077,0,0,29
1998,8.333333,0,1,26
1998,5.494505,0,1,25
1998,14.42308,1,0,26
1998,6.730769,0,1,34
1998,12.98077,1,0,33
1998,10.81731,1,1,33
1998,6.730769,1,1,32
1998,4.807693,0,1,34
1998,9.875259,0,0,34
1998,11.53846,0,0,33
1998,17.30769,1,0,27
1998,7.376185,0,1,26
1998,10,0,0,31
1998,4.604167,0,1,34
1998,17.30769,0,0,25
1998,10.57692,1,0,31
1998,4.567307,0,1,27
1998,10.09615,0,0,26
1998,2.67094,0,1,34
1998,7.020833,0,0,25
1998,10.25641,1,1,26
1998,8.173077,0,0,27
1998,10.09615,1,0,29
1998,3.846154,0,0,30
1998,8.653846,0,1,30
1998,16.15385,0,0,34
1998,10.09615,1,1,28
1998,11.53846,1,0,32
1998,9.519231,1,0,27
1998,16.25,0,1,28
1998,15.32837,1,0,32
1998,9.40171,1,1,33
1998,10.76923,0,1,28
1998,14.90385,0,0,28
1998,14.90385,0,1,26
1998,13.63636,1,1,28
1998,14.68532,1,0,26
1998,17.30769,0,0,34
1998,7.980769,1,1,26
1998,14.42308,1,0,27
1998,14.51379,1,0,28
1998,9.82906,1,1,27
1998,21.22976,1,1,32
1998,10.68376,0,1,30
1998,6.923077,1,1,25
1998,11.20192,0,1,26
1998,18.35664,1,1,32
1998,14.42308,1,0,27
1998,9.230769,1,0,25
1998,15.38461,1,0,34
1998,11.53846,1,0,34
1998,4.166667,1,1,30
1998,6.730769,1,1,27
1998,11.92308,1,1,26
1998,15.69087,1,0,28
1998,9.615385,0,1,28
1998,10.76923,1,0,29
1998,6.666667,0,0,25
1998,6.346154,0,0,28
1998,18.46154,1,0,31
1998,13.79808,1,0,32
1998,6.730769,1,1,33
1998,7.596154,1,0,32
1998,12.08791,1,1,27
1998,5.769231,0,0,32
1998,8.333333,0,0,27
1998,10.55556,1,1,32
1998,13.46154,0,0,31
1998,11.05769,0,1,29
1998,8.326923,1,0,26
1998,3.461539,0,0,28
1998,16.34615,0,0,33
1998,8.173077,0,0,27
1998,4.901961,1,1,27
1998,9.245563,1,0,34
1998,15,1,0,27
1998,7.5,0,1,32
1998,30.76923,1,0,34
1998,17.30769,0,1,33
1998,14.42308,1,0,33
1998,9.82906,0,0,26
1998,8.802083,1,1,28
1998,8.039904,0,0,34
1998,13.24786,0,0,28
1998,9.82906,1,1,30
1998,11.15385,0,0,34
1998,11.05769,1,1,28
1998,6.153846,0,1,34
1998,9.178322,0,0,26
1998,5,1,0,31
1998,5.673077,1,1,33
1998,12.30769,1,0,31
1998,7.567789,1,1,34
1998,17.6282,0,0,30
1998,9.615385,0,1,32
1998,7.211538,1,0,26
1998,12.98077,0,0,27
1998,6.25,0,1,27
1998,18.77289,0,0,29
1998,12.30769,1,0,33
1998,13.73626,1,1,27
1998,11.53846,1,0,27
1998,6.903353,0,1,26
1998,11.53846,0,0,32
1998,21.15385,0,0,33
1998,12.74039,1,0,30
1998,18.55769,0,0,29
1998,8.01282,0,0,31
1998,10.09615,0,1,26
1998,12.98077,0,1,26
1998,17.69231,0,0,27
1998,8.413462,0,1,26
1998,7.211538,0,1,27
1998,8.547009,1,0,33
1998,16.23932,1,0,25
1998,12.01923,1,1,28
1998,18.55769,0,0,31
1998,8.547009,0,1,29
1998,8.119658,0,1,31
1998,10.09615,0,0,33
1998,10.09615,0,1,31
1998,12.30769,1,1,28
1998,14.42308,1,1,32
1998,12.20414,0,1,31
1998,9.519231,0,0,32
1998,14.39842,1,1,30
1998,12.62821,1,1,34
1998,6.490385,0,0,30
1998,10.57692,0,1,27
1998,27.40385,0,0,27
1998,5.342105,0,0,31
1998,8.603239,0,1,27
1998,6,0,1,32
1998,16.55983,1,1,31
1998,9.883654,1,1,34
1998,11.53846,0,0,30
1998,3.54251,0,1,30
1998,10.57692,0,0,28
1998,12.01923,1,1,32
1998,15.38461,0,1,30
1998,11.53846,1,0,28
1998,6.410256,0,0,29
1998,10.09615,0,0,34
1998,12.59947,0,0,34
1998,9.082372,0,0,28
1998,19.23077,1,0,28
1998,18.46154,1,0,30
1998,10.92657,0,0,29
1998,3.846154,1,0,32
1998,10.62092,0,0,33
1998,10.05245,0,0,29
1998,18.46154,0,0,31
1998,11.53846,1,0,32
1998,8.944544,1,1,31
1998,12.77916,1,0,34
1998,7.120304,0,1,27
1998,12.69231,1,1,25
1998,8.020833,0,0,29
1998,5.538462,0,1,31
1998,7.1,0,0,34
1998,11.53846,0,0,26
1998,16.82692,0,0,32
1998,3.846154,0,1,31
1998,6.730769,0,1,27
1998,10.38461,1,0,26
1998,14.03846,1,0,27
1998,13.46154,1,0,29
1998,16.02564,1,0,31
1998,15.38461,1,1,34
1998,16.59615,1,1,32
1998,10.09615,1,1,29
1998,5.288462,0,0,28
1998,7.596154,1,1,25
1998,7.601442,1,1,25
1998,16.02564,1,0,29
1998,11.92308,0,1,31
1998,8.269231,0,1,33
1998,14.02244,0,0,34
1998,14.42308,0,1,25
1998,6.768269,0,1,29
1998,17.30769,1,0,33
1998,25.98291,1,0,32
1998,20.83333,0,0,30
1998,14.89856,1,1,28
1998,7.692307,0,0,33
1998,17.78846,0,0,25
1998,10.09615,0,0,31
1998,9,0,0,33
1998,17.30769,1,0,32
1998,14.42308,1,1,31
1998,18.31502,1,0,28
1998,10.57692,0,0,25
1998,12.01923,0,1,33
1998,6.730769,0,1,30
1998,12.17949,0,0,25
1998,4.663462,0,1,28
1998,5.048077,0,1,34
1998,21.36752,1,0,26
1998,17.09402,0,0,27
1998,9.615385,1,0,26
1998,21.36752,0,0,26
1998,31.92308,1,0,31
1998,8.653846,0,1,30
1998,26.44231,1,1,34
1998,7.692307,0,1,34
1998,25.96154,1,0,33
1998,19.23077,1,1,29
1998,17.30769,0,0,34
1998,10,1,0,34
1998,8.653846,0,0,34
1998,8.653846,0,1,30
1998,12.01923,0,0,29
1998,9.82906,1,0,28
1998,11.11111,1,0,25
1998,4.326923,0,1,30
1998,4.102564,0,0,30
1998,16.82692,0,0,34
1998,22.64957,1,0,32
1998,14.18269,1,0,25
1998,9.646853,0,0,28
1998,23.07692,0,1,30
1998,8,0,0,25
1998,5.208333,0,1,32
1998,10.68376,0,0,28
1998,10,1,1,29
1998,12.01923,0,1,30
1998,9.777778,1,1,32
1998,26.44231,1,0,31
1998,12.98077,0,0,25
1998,4.166667,1,0,32
1998,13.46154,0,0,28
1998,11.34615,0,1,27
1998,11.39423,1,0,28
1998,12.08791,1,1,25
1998,9.615385,1,0,25
1998,19.23077,1,0,29
1998,11.39423,1,0,28
1998,15.86539,1,1,30
1998,13.98601,1,0,34
1998,7.727106,0,1,34
1998,6.593407,0,1,25
1998,10.57692,0,0,34
1998,32.22342,1,1,34
1998,12.01923,1,1,25
1998,8.173077,0,1,28
1998,6.593407,0,1,34
1998,8.173077,0,1,31
1998,9.134615,0,0,34
1998,3.076923,0,1,25
1998,5.288462,0,0,28
1998,12.01923,0,0,31
1998,16.15385,1,0,31
1998,5,0,0,27
1998,15.38461,1,1,32
1998,19.73684,0,0,33
1998,9.615385,0,0,25
1998,8,1,0,28
1998,10.68376,1,1,34
1998,5.769231,1,0,31
1998,16.82692,0,0,32
1998,38.46154,1,0,34
1998,8.75,0,0,27
1998,5.060729,0,1,27
1998,4.807693,0,0,33
1998,10.57692,0,0,30
1998,4.807693,1,0,27
1998,10.68376,1,1,30
1998,18.02885,1,0,29
1998,17.71255,1,0,32
1998,15.18219,1,1,27
1998,15.38461,1,1,25
1998,13.09524,1,1,31
1998,10.98901,0,0,27
1998,13.46154,0,0,31
1998,28.84615,1,0,30
1998,17.94872,1,0,29
1998,12.98077,1,1,27
1998,14.42308,1,1,29
1998,8.076923,0,1,27
1998,12.01923,1,1,33
1998,13.46154,0,1,28
1998,18.26923,0,0,30
1998,17.30769,0,0,29
1998,12.01923,0,1,28
1998,8.653846,0,0,31
1998,23.52941,0,0,34
1998,17.69192,1,0,26
1998,21.63461,1,0,30
1998,12.01923,0,1,34
1998,5.576923,0,0,34
1998,8.173077,0,0,27
1998,10.12146,1,1,30
1998,13.84615,1,0,30
1998,21.97802,1,1,28
1998,6.072875,0,1,28
1998,14.90385,0,0,26
1998,5,0,1,33
1998,7.692307,0,1,31
1998,16.51282,0,0,30
1998,15.38461,1,0,32
1998,15.86539,1,1,30
1998,8.653846,0,1,34
1998,14.42308,0,0,32
1998,9.89011,0,1,34
1998,11.20192,0,0,34
1998,13.94231,0,0,29
1998,18.37607,0,0,31
1998,27.40385,1,1,30
1998,11.53846,0,0,26
1998,11.05769,0,1,31
1998,6.730769,0,1,26
1998,38.14116,1,0,33
1998,17.30769,0,0,25
1998,11.53846,0,0,25
1998,11.05769,0,1,26
1998,8.125,0,1,34
1998,24.47552,1,1,31
1998,4.149797,0,0,25
1998,19.32692,1,1,30
1998,28.23887,0,0,33
1998,21.15385,1,0,33
1998,10.81731,1,1,28
1998,27.08333,1,1,33
1998,14.42308,0,0,26
1998,15.38461,1,0,27
1998,11.05769,0,1,33
1998,7.5,0,1,31
1998,7,0,0,34
1998,6,0,1,30
1998,8.055184,0,1,33
1998,20.29914,0,0,27
1998,8.653846,0,1,28
1998,11.53846,1,1,28
1998,22.53846,1,1,28
1998,16.34615,0,0,32
1998,12.82051,1,0,30
1998,14.90433,1,0,28
1998,18.37607,1,0,31
1998,15.38461,0,0,29
1998,13.46154,1,1,25
1998,12.6935,0,1,34
1998,33.56643,1,0,32
1998,16.23932,1,0,31
1998,36.32479,1,0,33
1998,31.53846,1,1,34
1998,9.423077,0,0,29
1998,15.86539,0,0,31
1998,14.42308,1,0,32
1998,8.119658,0,1,28
1998,21.22596,0,0,26
1998,12.30769,1,1,33
1998,9.615385,0,1,27
1998,7.211538,0,1,29
1998,19.05594,1,1,27
1998,13.70192,0,1,32
1998,19.71154,1,0,31
1998,28.84615,1,1,32
1998,22.35577,1,0,26
1998,7.692307,0,0,34
1998,18.80342,1,1,25
1998,15.38461,0,1,34
1998,15.38461,1,0,28
1998,13.46154,1,0,29
1998,11.05769,1,1,33
1998,21.39423,1,1,29
1998,16.82692,0,0,26
1998,20.19231,1,1,34
1998,18.07692,1,0,34
1998,10,0,1,26
1998,11.53846,0,0,31
1998,19.23077,1,1,34
1998,10.41667,0,0,29
1998,34.18803,1,0,30
1998,9,1,1,26
1998,28.84615,1,0,33
1998,9.615385,0,0,30
1998,25.64103,1,1,28
1998,6.25,0,1,28
1998,19.23077,1,1,32
1998,11.53846,1,0,28
1998,16.82692,1,0,30
1998,29.72028,1,0,32
1998,9.615385,0,1,34
1998,10.10989,1,0,26
1998,10,0,0,34
1998,5.5,0,0,29
1998,19.23077,1,1,32
1998,11.96581,1,0,28
1998,37.5,1,0,28
1998,23.07692,0,1,34
1998,12.01923,1,1,31
1998,18.75,0,1,33
1998,23.9011,1,1,29
1998,14.80769,1,0,30
1998,21.97802,1,1,33
1998,12.5,0,0,29
1998,9,0,0,30
1998,19.23077,0,1,33
1998,18.75,1,1,30
1998,11.53846,1,0,27
1998,16.98718,1,0,25
1998,8.216784,1,0,25
1998,13.46154,1,1,28
1998,27.5,1,1,28
1998,17.30769,1,1,30
1998,7.211538,0,1,30
1998,10.57692,0,0,34
1998,10.98901,0,0,30
1998,16.82692,0,0,30
1998,12.01923,0,1,28
1998,10.68376,1,1,32
1998,13.22115,1,1,25
1998,3.846154,1,1,33
1998,12.5,1,0,28
1998,17.30769,0,1,32
1998,25,1,0,34
1998,23.84615,1,0,29
1998,18.46154,1,0,28
1998,16.34615,1,1,33
1998,12.01923,1,1,27
1998,14.42308,0,0,32
1998,10.57692,1,1,27
1998,6.578948,0,0,26
1998,29.32692,1,1,26
1998,18.81271,0,0,25
1998,11.53846,1,0,32
1998,14.65201,1,0,29
1998,18.46154,1,0,31
1998,7.211538,1,1,30
1998,14.30769,1,1,33
1998,23.07692,0,0,34
1998,10.09615,1,0,34
1998,8.076923,0,1,27
1998,21.97802,1,1,33
1998,14.10256,1,1,26
1998,8.952254,1,1,25
1998,12.98077,1,1,34
1998,12.55887,1,1,26
1998,19.23077,1,0,27
1998,19.23077,1,0,29
1998,5.288462,1,1,26
1998,24.03846,1,0,28
1998,13.22115,1,1,32
1998,14.42308,0,0,32
1998,10.68376,0,0,28
1998,14.42308,0,0,26
1998,18.02885,1,0,31
1998,10.38461,0,1,32
1998,18.02885,1,0,32
1998,20.19231,1,0,29
1998,17.78846,1,1,32
1998,21.36752,1,0,34
1998,12.82051,1,0,29
1998,26.44231,1,1,34
1998,29.91453,1,0,32
1998,17.30769,1,1,29
1998,14.90385,1,1,28
1998,11.18068,0,0,32
1998,17.83217,0,0,31
1998,3.846154,1,0,31
1998,22.11539,0,0,28
1998,19.23077,1,1,31
1998,18.37607,1,0,31
1998,33.65385,1,0,29
1998,21.12981,1,0,28
1998,16.56805,0,0,26
1998,15.54375,1,1,28
1998,8.894231,0,0,25
1998,23.07692,1,1,33
1998,25,1,0,34
1998,15.87302,1,0,27
1998,16.15385,1,0,26
1998,19.23077,1,0,26
1998,10.48951,1,0,33
1998,14.42308,1,1,25
1998,6.153846,1,1,31
1998,18.46154,1,0,28
1998,23.50427,1,0,26
1998,15.38461,1,0,25
1998,10.09615,0,1,29
1998,14.42308,1,0,34
1998,2.740385,0,1,32
1998,7.211538,0,1,31
1998,6.25,0,1,34
1998,10.38461,0,0,28
1998,2.307692,0,0,29
1998,10.38461,0,0,26
1998,15.2972,0,0,27
1998,21.17895,0,0,32
1998,15.38461,0,1,31
1998,17.69231,1,0,33
1998,6.461538,1,0,25
1998,20.19231,1,1,31
1998,12.30769,0,0,28
1998,13.07692,0,1,28
1998,11.29808,0,1,31
1998,13.46154,1,0,32
1998,11.53846,0,0,28
1998,8.461538,0,1,25
1998,5.448718,0,1,34
1998,11.0119,1,1,28
1998,6.25,0,1,27
1998,14.42308,1,0,30
1998,10,1,0,29
1998,14.90385,1,1,29
1998,6.603239,0,1,34
1998,14.95726,1,0,29
1998,26.44231,1,0,33
1998,12.5,1,1,33
1998,10.57692,0,1,30
1998,36.05769,1,1,29
1998,6.730769,0,0,26
1998,16.82692,0,0,25
1998,8.717949,0,1,34
1998,4.074519,0,1,29
1998,10.68376,0,0,31
1998,14.61539,1,0,30
1998,5.769231,0,1,27
1998,8.653846,0,0,34
1998,7.211538,0,0,25
1998,5.843195,0,1,27
1998,16.82692,0,0,28
1998,8.653846,1,1,25
1998,3.710204,1,0,27
1998,12.5,0,0,26
1998,9.615385,0,1,31
1998,9.444445,0,0,31
1998,16.7649,0,0,31
1998,14.95726,0,0,31
1998,12.82051,0,0,34
1998,21.15385,1,0,34
1998,23.55769,0,0,31
1998,10,0,1,29
1998,27.88461,1,0,29
1998,9.230769,1,1,31
1998,12.01923,0,0,30
1998,17.09402,0,0,34
1998,6.923077,1,0,29
1998,10.625,1,1,25
1998,10.09615,1,1,33
1998,5.769231,0,0,27
1998,4.945055,0,1,32
1998,12.91667,0,0,30
1998,4.387146,0,1,26
1998,4.927885,0,0,29
1998,12.01923,1,1,34
1998,3.942308,0,0,34
1998,9.519231,1,0,28
1998,13.73626,0,1,34
1998,7.5,0,0,27
1998,4.326923,0,0,26
1998,15.38461,1,1,27
1998,6.868132,0,1,31
1998,8.241758,0,0,34
1998,4.285714,0,0,26
1998,7.692307,0,0,27
1998,8.173077,0,0,30
1998,5.769231,0,0,29
1998,22.59615,0,0,26
1998,9.134615,1,1,25
1998,14.42308,1,0,29
1998,15.59829,1,0,34
1998,16.82692,1,1,32
1998,9.000961,0,0,33
1998,7.591093,0,0,25
1998,8.547009,0,1,34
1998,14.42308,0,1,32
1998,16.42837,1,0,26
1998,8,0,0,28
1998,10.57692,0,0,34
1998,15.90625,0,1,34
1998,14.05325,1,1,34
1998,20.60439,1,0,33
1998,19.23077,0,0,30
1998,18.26923,0,0,33
1998,14.42308,1,1,25
1998,8.221154,0,0,27
1998,15.625,0,0,28
1998,8.906882,1,1,25
1998,18.07692,0,0,34
1998,6.614182,0,0,26
1998,8.072917,0,0,31
1998,10.57692,0,0,31
1998,7.276507,1,1,30
1998,10.625,0,0,32
1998,7.692307,0,1,28
1998,8.856276,0,1,33
1998,12.98077,1,0,28
1998,18.26923,1,1,27
1998,11.05769,1,0,30
1998,22.11539,0,0,34
1998,19.23077,0,0,31
1998,14.95726,0,0,30
1998,32.05128,1,0,32
1998,16.82692,1,1,29
1998,14.42308,1,1,34
1998,14.42308,1,1,33
1998,12.82051,1,0,33
1998,13.84615,1,1,26
1998,9.519231,1,0,28
1998,21.36752,1,0,25
1998,13.24786,0,0,33
1998,16.34615,1,0,26
1998,25.24039,1,1,30
1998,12.82051,1,0,34
1998,18.26923,1,1,33
1998,11.32479,1,0,28
